Station,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Mon24,Tue24,Wed24,Thu24,Fri24,Sat24,Sun24,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,Mon2,Tue2,Wed2,Thu2,Fri2,Sat2,Sun2,Mon3,Tue3,Wed3,Thu3,Fri3,Sat3,Sun3,Mon4,Tue4,Wed4,Thu4,Fri4,Sat4,Sun4,Mon5,Tue5,Wed5,Thu5,Fri5,Sat5,Sun5,Mon6,Tue6,Wed6,Thu6,Fri6,Sat6,Sun6,Mon7,Tue7,Wed7,Thu7,Fri7,Sat7,Sun7,Mon8,Tue8,Wed8,Thu8,Fri8,Sat8,Sun8,Mon9,Tue9,Wed9,Thu9,Fri9,Sat9,Sun9,Mon10,Tue10,Wed10,Thu10,Fri10,Sat10,Sun10,Mon11,Tue11,Wed11,Thu11,Fri11,Sat11,Sun11,Mon12,Tue12,Wed12,Thu12,Fri12,Sat12,Sun12,Mon13,Tue13,Wed13,Thu13,Fri13,Sat13,Sun13,Mon14,Tue14,Wed14,Thu14,Fri14,Sat14,Sun14,Mon15,Tue15,Wed15,Thu15,Fri15,Sat15,Sun15,Mon16,Tue16,Wed16,Thu16,Fri16,Sat16,Sun16,Mon17,Tue17,Wed17,Thu17,Fri17,Sat17,Sun17,Mon18,Tue18,Wed18,Thu18,Fri18,Sat18,Sun18,Mon19,Tue19,Wed19,Thu19,Fri19,Sat19,Sun19,Mon20,Tue20,Wed20,Thu20,Fri20,Sat20,Sun20,Mon21,Tue21,Wed21,Thu21,Fri21,Sat21,Sun21,Mon22,Tue22,Wed22,Thu22,Fri22,Sat22,Sun22,Mon23,Tue23,Wed23,Thu23,Fri23,Sat23,Sun23
7280,233,219,221,196,198,147,131,0,0,0,327,509,509,0,0,0,0,0,0,3,3,1,3,3,2,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,11,13,13,14,16,8,1,24,19,33,14,29,6,4,25,29,19,20,19,7,4,15,10,10,14,11,10,16,4,6,8,2,3,5,21,4,7,7,8,3,10,7,8,4,5,9,5,11,5,7,10,4,8,6,10,11,12,6,9,4,8,8,10,12,4,6,5,9,7,9,19,20,7,16,20,8,8,27,19,30,21,20,12,7,24,35,16,24,11,9,8,13,12,25,15,14,12,6,7,12,14,6,5,5,5,6,6,2,3,10,7,3,11,3,7,3,1,4,2,0,0,4,2,3,2,2
7281,467,534,560,562,493,317,309,0,0,0,634,1158,1450,0,0,0,0,0,0,13,6,18,6,4,10,11,3,1,4,2,6,10,11,3,1,1,3,3,2,4,1,2,0,1,0,1,4,4,3,2,2,2,1,1,2,2,1,1,0,2,2,8,11,8,8,9,8,3,20,25,24,24,32,1,3,37,51,54,73,46,8,5,30,41,45,46,37,19,14,9,14,16,12,12,13,23,20,20,20,12,18,17,21,15,20,15,23,23,15,13,35,22,22,27,30,12,27,29,15,24,30,19,20,20,14,16,15,17,30,26,18,37,50,58,40,35,27,31,60,71,70,67,64,27,27,42,55,51,36,32,29,23,36,31,42,37,29,16,9,17,29,16,34,23,21,14,21,22,25,28,16,13,8,7,22,19,16,12,10,11,4,4,10,17,11,9,6
7282,473,554,620,563,516,166,135,0,0,0,438,1074,1515,0,0,0,0,0,0,5,5,3,1,1,11,2,1,2,5,3,0,7,5,2,0,2,1,1,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,5,3,9,8,1,1,12,12,12,19,12,3,2,10,6,8,13,12,2,1,5,6,6,8,15,3,5,15,15,22,15,19,3,1,28,22,37,40,37,4,8,19,27,23,26,27,13,7,23,14,21,26,29,20,11,32,28,35,33,40,9,19,65,83,68,69,99,14,14,125,152,171,152,106,9,12,43,94,79,53,44,9,12,31,36,62,35,33,11,10,16,15,24,24,12,6,11,23,19,16,13,9,14,1,6,5,8,12,6,7,7,8,6,14,11,6,13,3
7283,323,379,455,355,342,185,162,0,0,0,417,775,1009,0,0,0,0,0,0,0,1,0,1,2,3,1,8,0,1,0,1,0,2,0,0,1,0,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,10,11,12,15,14,1,0,28,52,51,40,52,5,0,46,85,73,85,74,2,3,28,28,40,34,34,4,4,18,16,26,12,10,9,4,11,5,7,12,6,13,6,21,8,13,10,9,14,12,8,9,18,5,6,24,16,11,19,12,15,7,9,13,6,7,14,11,10,5,20,11,17,18,12,21,12,26,30,35,49,31,32,14,6,26,34,34,37,19,13,13,18,22,37,14,14,11,10,19,8,13,9,4,19,5,5,6,17,5,4,9,14,14,6,12,4,14,6,3,3,10,7,3,5,8,1
7284,405,482,497,506,457,111,121,0,0,0,474,966,1139,0,0,0,0,0,0,1,2,1,3,2,0,6,0,1,2,4,0,6,2,0,2,0,1,1,3,6,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,3,2,3,4,0,1,12,14,12,18,15,1,0,6,10,12,10,7,5,1,6,10,7,5,7,4,1,15,15,12,8,16,6,2,24,20,27,28,33,3,12,12,14,26,30,18,5,8,15,5,11,17,10,15,13,18,14,23,12,35,6,4,54,67,55,61,76,8,15,117,141,140,125,125,7,11,64,87,69,80,52,16,7,27,31,40,45,26,8,6,10,17,25,24,13,5,11,5,15,12,9,4,5,10,7,12,6,13,9,7,2,4,2,12,8,3,1,2
7285,253,258,337,271,278,189,252,0,0,0,378,632,828,0,0,0,0,0,0,1,3,3,0,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,10,7,12,10,11,1,3,29,23,35,25,41,5,5,19,14,16,10,16,8,6,9,12,10,17,13,14,15,11,7,13,11,6,3,17,10,9,13,11,9,9,25,14,9,18,12,9,23,19,7,12,9,9,5,15,13,10,9,16,11,16,15,18,17,15,20,10,29,12,13,18,26,34,20,26,22,14,20,24,31,27,21,24,21,32,19,28,13,23,12,12,18,21,30,20,27,8,10,13,22,40,37,12,7,30,9,19,7,20,5,4,18,4,3,1,6,5,3,9
7286,118,133,142,142,147,137,119,0,0,0,171,326,441,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,0,10,7,11,11,11,2,2,20,37,21,25,22,3,1,12,3,3,5,5,5,1,6,1,4,8,3,8,2,1,3,3,4,4,9,4,4,4,7,4,3,10,8,10,12,11,14,4,8,10,4,3,10,8,17,7,10,6,6,6,2,6,11,20,4,5,8,3,7,14,9,16,4,7,11,16,6,20,9,3,4,11,7,18,12,6,14,15,18,17,14,3,3,6,11,7,5,8,4,3,16,4,5,6,5,4,1,4,4,1,4,7,3,1,1,6,4,7,1,3
7287,92,83,89,100,88,55,50,0,0,0,99,224,234,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,17,13,9,11,0,0,26,28,33,31,31,2,1,5,8,9,6,10,1,1,3,4,1,4,2,0,5,4,0,7,6,3,6,5,2,2,1,1,2,7,5,3,5,2,4,3,7,5,4,1,2,0,1,3,1,1,4,3,0,2,3,7,0,1,4,2,4,8,9,1,2,2,4,4,2,3,7,5,1,10,2,4,1,7,1,2,5,6,4,1,3,0,5,4,3,4,2,10,5,0,11,2,2,1,4,0,3,0,1,1,2,1,0,0,3,0,0,0
7288,432,298,428,298,360,579,616,0,0,0,273,1116,1622,0,0,0,0,0,0,0,3,3,2,0,7,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,2,2,1,4,3,2,1,5,3,0,7,9,12,8,7,5,8,38,26,23,24,29,10,5,8,9,8,10,18,9,17,25,20,20,21,28,22,29,25,7,15,13,20,49,48,26,9,28,25,24,68,57,33,29,32,11,20,35,65,28,13,18,9,24,57,66,32,11,27,17,20,50,62,33,29,19,25,35,46,64,45,15,33,35,33,59,70,31,29,37,24,28,62,31,38,32,73,36,27,49,39,36,31,50,21,19,25,31,20,9,16,5,12,12,12,3,5,7,2,3,6,9,0,6,4,5,5,3,0
7289,187,93,159,110,150,349,366,0,0,0,137,618,659,0,0,0,0,0,0,2,0,0,2,2,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,2,1,0,3,3,5,4,1,0,3,3,1,2,1,3,8,5,7,1,6,1,8,8,7,11,5,3,4,11,7,10,22,2,8,11,14,18,27,19,1,6,17,18,56,59,13,6,10,9,10,53,38,21,4,13,10,8,40,52,20,12,24,9,15,47,35,24,9,14,12,13,39,47,6,25,9,5,5,22,25,10,9,25,12,9,23,22,12,6,23,8,12,15,13,7,3,6,4,12,3,4,3,2,0,1,0,4,3,4,1,2,0,6,3,5
7291,31,24,36,16,60,97,19,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,1,0,0,1,1,1,1,4,0,0,0,2,0,0,2,0,3,0,1,11,0,0,0,1,1,4,5,0,0,5,1,0,5,23,0,4,1,2,0,6,15,2,4,1,0,1,6,7,0,0,8,3,1,10,16,2,1,2,14,6,6,5,0,3,0,0,3,5,6,3,3,4,5,0,6,2,6,5,3,6,2,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0
7292,9,23,35,32,40,17,10,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,2,0,2,0,0,0,4,5,7,4,1,0,0,2,3,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,2,5,0,0,1,0,0,1,2,0,2,0,1,2,2,0,0,0,1,3,2,1,0,0,1,0,3,1,3,1,0,0,2,2,5,0,1,2,0,3,4,0,1,1,1,1,4,3,4,1,0,2,0,4,1,2,1,0,1,0,0,2,1,2,2,1,1,0,0,3,5,3,0,1,1,1,0,5,0,1,0,0,4,0,0,0,0
7293,17,33,37,33,24,12,14,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3,2,0,1,3,4,2,2,0,1,0,2,3,2,1,3,0,0,0,3,2,2,1,0,4,1,1,0,3,6,3,1,3,1,7,5,6,3,1,4,12,7,6,3,0,2,1,5,6,3,1,1,0,0,0,4,1,1,2,1,0,0,2,4,0,0,0,2,1,1,1,0,0,2,0,0,1,1,0,2,0,0,0,1,0,0,0,1
7296,6,3,2,4,17,6,5,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,1,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7297,6,7,6,13,7,2,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7298,33,20,36,58,63,45,21,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,0,0,2,1,4,0,10,1,0,1,1,0,8,1,0,0,0,1,1,4,5,3,0,2,1,1,1,3,1,0,2,0,2,3,3,2,0,2,0,1,3,3,4,0,1,0,1,1,0,0,3,1,2,2,4,4,2,0,3,0,2,3,7,5,0,5,3,3,5,3,4,3,1,4,6,7,2,6,6,8,0,2,2,10,3,4,1,3,5,6,2,0,0,1,1,5,3,2,3,1,0,1,0,2,2,2,0,3,0,0,1,2,6,0
7299,11,1,17,48,48,47,12,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,2,1,4,0,1,6,8,0,0,0,0,1,2,1,3,0,0,0,0,1,6,0,0,0,0,0,2,10,3,0,0,0,0,0,2,1,0,0,1,0,12,4,1,0,2,0,0,1,1,1,0,2,0,0,1,2,6,0,0,0,0,1,6,1,3,0,0,0,2,2,4,2,0,0,0,6,0,10,0,1,0,6,4,0,1,1,0,0,1,4,3,1,1,0,0,3,3,0,3,2,0,0,2,2,0,3,0,0,0,3,0,0,6,0
7301,2,1,0,8,1,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7302,1,5,4,3,9,3,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7303,3,6,6,6,7,15,4,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,1,0,0,2,0,4,1,0,3,0,0,0,1,1,1,0,1,1,0,2,2,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
7309,1,4,9,4,16,5,8,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0
7311,17,25,29,27,23,31,6,0,0,0,0,0,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,5,4,0,0,5,7,6,4,2,1,0,0,0,3,0,3,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,3,0,1,0,1,0,2,5,0,0,0,1,1,1,4,1,1,1,0,0,2,3,0,3,0,1,4,0,1,0,1,6,1,4,1,3,1,1,3,3,2,2,2,2,0,3,5,3,2,2,1,2,1,1,1,0,2,1,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7312,8,9,3,5,5,3,3,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7313,26,10,9,16,41,41,2,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,0,0,3,5,0,3,2,0,0,4,2,0,3,0,0,0,2,3,0,6,2,0,2,6,4,0,0,2,0,0,2,4,2,0,0,0,2,7,9,0,0,0,0,8,3,7,0,5,2,7,1,1,5,0,3,1,1,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
7314,6,6,3,8,11,20,2,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,2,3,0,0,0,0,2,0,5,1,3,0,0,2,0,6,0,0,1,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7315,0,1,4,3,5,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7316,0,0,0,6,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7317,0,0,5,0,12,11,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
7318,0,2,1,12,8,29,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,7,0,0,2,0,0,0,7,0,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7319,0,0,14,8,25,20,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,2,5,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,2,6,2,0,0,0,0,1,0,0,0,0,0,2,1,2,4,0,0,0,3,0,1,1,0,0,0,2,0,3,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
7320,0,0,0,0,10,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7321,0,0,0,0,4,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7322,0,0,0,0,19,14,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
7323,0,0,0,0,14,17,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
